experiment,participant_id,item_index,nll_base,nll_minitaur,delta_log_likelihood
guenther2024substitutions,3,34,0.451171875,0.490234375,-0.0390625
guenther2024substitutions,3,35,3.40625,3.453125,-0.046875
guenther2024substitutions,3,36,6.625,6.4375,0.1875
guenther2024substitutions,3,37,7.345703125,7.263671875,0.08203125
guenther2024substitutions,3,38,12.058563232421877,11.868133544921877,0.1904296875
guenther2024substitutions,3,39,5.65625,5.75,-0.09375
guenther2024substitutions,3,40,2.59765625,2.4697265625,0.1279296875
guenther2024substitutions,3,41,9.289031982421877,9.320281982421877,-0.03125
guenther2024substitutions,3,42,1.9892578125,2.0205078125,-0.03125
guenther2024substitutions,3,43,4.865234375,4.85546875,0.009765625
guenther2024substitutions,3,44,1.71875,1.8359375,-0.1171875
guenther2024substitutions,3,45,8.556640625,8.44921875,0.107421875
guenther2024substitutions,3,46,2.6640625,2.609375,0.0546875
guenther2024substitutions,3,47,9.74609375,9.70751953125,0.03857421875
guenther2024substitutions,3,48,5.2392578125,5.1630859375,0.076171875
guenther2024substitutions,3,49,6.156005859375,5.78076171875,0.375244140625
guenther2024substitutions,3,50,2.84765625,2.91015625,-0.0625
guenther2024substitutions,3,51,4.921875,5.0234375,-0.1015625
guenther2024substitutions,3,52,7.46875,7.34375,0.125
guenther2024substitutions,3,53,5.4375,5.34375,0.09375
guenther2024substitutions,3,54,6.5625,6.53125,0.03125
guenther2024substitutions,3,55,1.9921875,1.921875,0.0703125
guenther2024substitutions,3,56,12.421875,12.4375,-0.015625
guenther2024substitutions,3,57,2.5,2.453125,0.046875
guenther2024substitutions,3,58,0.9609375,0.91796875,0.04296875
guenther2024substitutions,3,59,7.0654296875,7.1904296875,-0.125
guenther2024substitutions,3,60,5.466796875,5.3544921875,0.1123046875
guenther2024substitutions,3,61,0.2421875,0.216796875,0.025390625
guenther2024substitutions,3,62,1.8515625,1.828125,0.0234375
guenther2024substitutions,3,63,7.84375,7.96875,-0.125
guenther2024substitutions,3,64,7.234375,7.3125,-0.078125
guenther2024substitutions,3,65,5.625,5.46875,0.15625
guenther2024substitutions,3,66,2.60009765625,2.5458984375,0.05419921875
guenther2024substitutions,3,67,3.42626953125,3.3251953125,0.10107421875
guenther2024substitutions,3,68,5.2314453125,5.09912109375,0.13232421875
guenther2024substitutions,3,69,7.3125,7.125,0.1875
guenther2024substitutions,3,70,2.810546875,2.763671875,0.046875
guenther2024substitutions,3,71,2.9375,3.046875,-0.109375
guenther2024substitutions,3,72,2.03125,1.9453125,0.0859375
guenther2024substitutions,3,73,4.3125,4.375,-0.0625
guenther2024substitutions,3,74,6.375,6.484375,-0.109375
guenther2024substitutions,3,75,6.59326171875,6.460693359375,0.132568359375
guenther2024substitutions,3,76,1.546875,1.4765625,0.0703125
guenther2024substitutions,3,77,2.671875,2.34375,0.328125
guenther2024substitutions,3,78,5.578125,5.5595703125,0.0185546875
guenther2024substitutions,3,79,3.803955078125,3.788330078125,0.015625
guenther2024substitutions,3,80,0.66796875,0.69921875,-0.03125
guenther2024substitutions,3,81,1.25,1.2265625,0.0234375
guenther2024substitutions,3,82,1.19287109375,1.162109375,0.03076171875
guenther2024substitutions,3,83,5.484375,5.5390625,-0.0546875
guenther2024substitutions,3,84,6.9375,6.9375,0.0
guenther2024substitutions,3,85,8.71875,8.859375,-0.140625
guenther2024substitutions,3,86,0.62890625,0.67578125,-0.046875
guenther2024substitutions,3,87,1.04052734375,1.005859375,0.03466796875
guenther2024substitutions,3,88,16.9921875,16.828125,0.1640625
guenther2024substitutions,3,89,16.076171875,15.849609375,0.2265625
guenther2024substitutions,3,90,4.892578125,4.9921875,-0.099609375
guenther2024substitutions,3,91,18.8125,18.78125,0.03125
guenther2024substitutions,3,92,3.7109375,3.71875,-0.0078125
guenther2024substitutions,3,93,7.84375,7.96875,-0.125
guenther2024substitutions,3,94,3.625,3.546875,0.078125
guenther2024substitutions,3,95,9.8125,10.0390625,-0.2265625
guenther2024substitutions,3,96,10.726531982421877,10.914031982421877,-0.1875
guenther2024substitutions,3,97,7.116943359375,7.0780029296875,0.0389404296875
guenther2024substitutions,3,98,6.1171875,6.2890625,-0.171875
guenther2024substitutions,3,99,2.625,2.609375,0.015625
guenther2024substitutions,3,100,0.05322265625,0.05322265625,0.0
guenther2024substitutions,3,101,15.84375,15.859375,-0.015625
guenther2024substitutions,3,102,5.580078125,5.6015625,-0.021484375
guenther2024substitutions,3,103,5.68359375,5.8759765625,-0.1923828125
guenther2024substitutions,3,104,3.4375,3.59375,-0.15625
guenther2024substitutions,3,105,7.125,7.0,0.125
guenther2024substitutions,3,106,13.75,13.5,0.25
guenther2024substitutions,3,107,1.6640625,2.125,-0.4609375
guenther2024substitutions,3,108,4.15625,4.1875,-0.03125
guenther2024substitutions,3,109,6.30078125,6.33984375,-0.0390625
guenther2024substitutions,3,110,3.75,3.59375,0.15625
guenther2024substitutions,3,111,4.42578125,4.400390625,0.025390625
guenther2024substitutions,3,112,3.203125,3.064453125,0.138671875
guenther2024substitutions,3,113,10.47265625,10.478515625,-0.005859375
guenther2024substitutions,3,114,8.990234375,8.818359375,0.171875
guenther2024substitutions,3,115,0.865234375,0.865234375,0.0
guenther2024substitutions,3,116,2.53125,2.53125,0.0
guenther2024substitutions,3,117,5.5,5.828125,-0.328125
guenther2024substitutions,3,118,12.625,12.625,0.0
guenther2024substitutions,3,119,14.96875,14.75,0.21875
guenther2024substitutions,3,120,0.023193359375,0.023193359375,0.0
guenther2024substitutions,3,121,18.8828125,18.8125,0.0703125
guenther2024substitutions,3,122,13.29296875,13.125,0.16796875
guenther2024substitutions,3,123,3.0,2.875,0.125
guenther2024substitutions,3,124,18.8125,18.8125,0.0
guenther2024substitutions,3,125,5.5,5.37109375,0.12890625
guenther2024substitutions,3,126,7.059326171875,7.155517578125,-0.09619140625
guenther2024substitutions,3,127,5.25,5.21875,0.03125
guenther2024substitutions,3,128,7.4375,7.4375,0.0
guenther2024substitutions,3,129,14.522705078125,14.538330078125,-0.015625
guenther2024substitutions,3,130,10.59375,10.296875,0.296875
guenther2024substitutions,3,131,2.044921875,2.123046875,-0.078125
guenther2024substitutions,3,132,2.40625,2.421875,-0.015625
guenther2024substitutions,3,133,1.0078125,0.984375,0.0234375
guenther2024substitutions,3,134,6.431640625,6.326171875,0.10546875
guenther2024substitutions,3,135,6.875,6.84375,0.03125
guenther2024substitutions,3,136,1.953125,1.9296875,0.0234375
guenther2024substitutions,3,137,3.107421875,2.982421875,0.125
guenther2024substitutions,3,138,1.9912109375,1.850830078125,0.140380859375
guenther2024substitutions,3,139,4.83251953125,4.83251953125,0.0
guenther2024substitutions,3,140,2.09375,2.15234375,-0.05859375
guenther2024substitutions,3,141,1.2265625,1.34375,-0.1171875
guenther2024substitutions,3,142,0.0458984375,0.0458984375,0.0
guenther2024substitutions,3,143,10.25,10.28125,-0.03125
guenther2024substitutions,3,144,7.1171875,6.9921875,0.125
guenther2024substitutions,3,145,0.75244140625,0.7060546875,0.04638671875
guenther2024substitutions,4,0,3.3125,2.9375,0.375
guenther2024substitutions,4,1,2.359375,2.40625,-0.046875
guenther2024substitutions,4,2,4.125,4.125,0.0
guenther2024substitutions,4,3,3.8271484375,3.80322265625,0.02392578125
guenther2024substitutions,4,4,0.486328125,0.4765625,0.009765625
