experiment,participant_id,item_index,nll_base,nll_ours,delta_log_likelihood
Dymarska2025_associations,1,118,6.796875,6.375,0.421875
Dymarska2025_associations,1,119,8.64697265625,7.695281982421875,0.951690673828125
Dymarska2025_associations,1,120,3.47314453125,3.882080078125,-0.408935546875
Dymarska2025_associations,1,121,11.2890625,9.5546875,1.734375
Dymarska2025_associations,1,122,5.34375,4.59375,0.75
Dymarska2025_associations,1,123,6.03125,7.25,-1.21875
Dymarska2025_associations,1,124,6.06787109375,6.935546875,-0.86767578125
Dymarska2025_associations,1,125,4.34375,5.09375,-0.75
Dymarska2025_associations,1,126,7.84375,6.625,1.21875
Dymarska2025_associations,1,127,7.5,8.0625,-0.5625
Dymarska2025_associations,1,128,6.3046875,5.029296875,1.275390625
Dymarska2025_associations,1,129,5.40625,5.375,0.03125
Dymarska2025_associations,1,130,7.609375,6.796875,0.8125
Dymarska2025_associations,1,131,5.210693359375,4.023193359375,1.1875
Dymarska2025_associations,1,132,5.234375,4.04833984375,1.18603515625
Dymarska2025_associations,1,133,5.5732421875,4.75537109375,0.81787109375
Dymarska2025_associations,1,134,4.28125,2.484375,1.796875
Dymarska2025_associations,1,135,6.28125,5.625,0.65625
Dymarska2025_associations,1,136,5.25,6.1875,-0.9375
Dymarska2025_associations,1,137,4.4453125,4.2578125,0.1875
Dymarska2025_associations,1,138,8.72265625,8.27734375,0.4453125
Dymarska2025_associations,1,139,4.95263671875,3.4150390625,1.53759765625
Dymarska2025_associations,1,140,3.419921875,2.783203125,0.63671875
Dymarska2025_associations,1,141,2.053955078125,2.069580078125,-0.015625
Dymarska2025_associations,1,142,12.3125,10.2030029296875,2.1094970703125
Dymarska2025_associations,1,143,6.5126953125,6.716796875,-0.2041015625
Dymarska2025_associations,1,144,4.5,3.234375,1.265625
Dymarska2025_associations,1,145,7.421875,8.078125,-0.65625
Dymarska2025_associations,1,146,6.5625,6.984375,-0.421875
Dymarska2025_associations,1,147,8.08642578125,7.64892578125,0.4375
Dymarska2025_associations,1,148,9.0625,7.59375,1.46875
Dymarska2025_associations,1,149,6.37109375,6.09765625,0.2734375
Dymarska2025_associations,1,150,4.06689453125,4.8330078125,-0.76611328125
